O*NET-SOC Code,Title,Element ID,Element Name,Importance,Importance_SE,Importance_LowerCI,Importance_UpperCI,Level,Level_SE,Level_LowerCI,Level_UpperCI,SkillScore
11-3051.04,Biomass Power Plant Managers,2.A.2.c,Learning Strategies,3.0,0.189,2.6296,3.3704,3.12,0.125,2.88,3.37,26.7
11-3051.04,Biomass Power Plant Managers,2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.62,0.183,4.2664,4.9836,51.2
11-3051.06,Hydroelectric Production Managers,2.A.1.a,Reading Comprehension,3.88,0.2266,3.4309,4.3191,4.12,0.125,3.88,4.37,45.7
11-3051.06,Hydroelectric Production Managers,2.A.1.b,Active Listening,4.12,0.125,3.88,4.37,4.0,0.0,4.0,4.0,47.1
11-3051.06,Hydroelectric Production Managers,2.A.1.c,Writing,3.5,0.189,3.1296,3.8704,3.88,0.125,3.63,4.12,38.8
11-3051.06,Hydroelectric Production Managers,2.A.1.d,Speaking,4.12,0.125,3.88,4.37,4.12,0.125,3.88,4.37,48.5
11-3051.06,Hydroelectric Production Managers,2.A.1.e,Mathematics,3.25,0.25,2.76,3.74,3.5,0.189,3.1296,3.8704,32.5
11-3051.06,Hydroelectric Production Managers,2.A.1.f,Science,3.25,0.3134,2.6358,3.8642,3.25,0.3134,2.6358,3.8642,30.2
11-3051.06,Hydroelectric Production Managers,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
11-3051.06,Hydroelectric Production Managers,2.A.2.b,Active Learning,3.62,0.183,3.2664,3.9836,3.62,0.183,3.2664,3.9836,37.4
11-3051.06,Hydroelectric Production Managers,2.A.2.c,Learning Strategies,3.62,0.183,3.2664,3.9836,3.75,0.1637,3.4292,4.0708,38.8
11-3051.06,Hydroelectric Production Managers,2.A.2.d,Monitoring,3.88,0.2266,3.4309,4.3191,3.75,0.1637,3.4292,4.0708,41.6
11-3061.00,Purchasing Managers,2.A.1.a,Reading Comprehension,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-3061.00,Purchasing Managers,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-3061.00,Purchasing Managers,2.A.1.c,Writing,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-3061.00,Purchasing Managers,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-3061.00,Purchasing Managers,2.A.1.e,Mathematics,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
11-3061.00,Purchasing Managers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11-3061.00,Purchasing Managers,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
11-3061.00,Purchasing Managers,2.A.2.b,Active Learning,3.25,0.1637,2.9292,3.5708,3.75,0.1637,3.4292,4.0708,34.8
11-3061.00,Purchasing Managers,2.A.2.c,Learning Strategies,3.0,0.0,3.0,3.0,3.75,0.1637,3.4292,4.0708,32.1
11-3061.00,Purchasing Managers,2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.1.a,Reading Comprehension,3.88,0.125,3.63,4.12,3.75,0.1637,3.4292,4.0708,41.6
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.1.b,Active Listening,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.1.c,Writing,3.62,0.183,3.2664,3.9836,3.62,0.183,3.2664,3.9836,37.4
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.1.d,Speaking,3.62,0.183,3.2664,3.9836,3.75,0.1637,3.4292,4.0708,38.8
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.1.e,Mathematics,2.75,0.1637,2.4292,3.0708,2.88,0.2266,2.4309,3.3191,22.6
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.2.a,Critical Thinking,3.62,0.183,3.2664,3.9836,3.62,0.183,3.2664,3.9836,37.4
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.2.b,Active Learning,3.62,0.183,3.2664,3.9836,3.62,0.183,3.2664,3.9836,37.4
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.2.c,Learning Strategies,3.38,0.183,3.0164,3.7336,3.25,0.1637,2.9292,3.5708,31.4
11-3071.00,"Transportation, Storage, and Distribution Managers",2.A.2.d,Monitoring,3.75,0.1637,3.4292,4.0708,3.75,0.3134,3.1358,4.3642,40.2
11-3071.04,Supply Chain Managers,2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-3071.04,Supply Chain Managers,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-3071.04,Supply Chain Managers,2.A.1.c,Writing,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-3071.04,Supply Chain Managers,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-3071.04,Supply Chain Managers,2.A.1.e,Mathematics,3.0,0.189,2.6296,3.3704,3.0,0.189,2.6296,3.3704,25.7
11-3071.04,Supply Chain Managers,2.A.1.f,Science,1.12,0.125,1.0,1.37,0.38,0.375,0.0,1.11,1.2
11-3071.04,Supply Chain Managers,2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.0,0.189,3.6296,4.3704,44.3
11-3071.04,Supply Chain Managers,2.A.2.b,Active Learning,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
11-3071.04,Supply Chain Managers,2.A.2.c,Learning Strategies,3.0,0.0,3.0,3.0,3.25,0.1637,2.9292,3.5708,27.9
11-3071.04,Supply Chain Managers,2.A.2.d,Monitoring,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-3111.00,Compensation and Benefits Managers,2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-3111.00,Compensation and Benefits Managers,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-3111.00,Compensation and Benefits Managers,2.A.1.c,Writing,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-3111.00,Compensation and Benefits Managers,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-3111.00,Compensation and Benefits Managers,2.A.1.e,Mathematics,3.0,0.189,2.6296,3.3704,3.12,0.2266,2.6809,3.5691,26.7
11-3111.00,Compensation and Benefits Managers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11-3111.00,Compensation and Benefits Managers,2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.0,0.189,3.6296,4.3704,44.3
11-3111.00,Compensation and Benefits Managers,2.A.2.b,Active Learning,3.75,0.1637,3.4292,4.0708,4.0,0.189,3.6296,4.3704,42.9
11-3111.00,Compensation and Benefits Managers,2.A.2.c,Learning Strategies,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
11-3111.00,Compensation and Benefits Managers,2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,3.62,0.2631,3.1094,4.1406,35.0
11-3121.00,Human Resources Managers,2.A.1.a,Reading Comprehension,4.25,0.1637,3.9292,4.5708,4.38,0.183,4.0164,4.7336,53.2
11-3121.00,Human Resources Managers,2.A.1.b,Active Listening,4.38,0.183,4.0164,4.7336,4.12,0.125,3.88,4.37,51.6
11-3121.00,Human Resources Managers,2.A.1.c,Writing,4.12,0.125,3.88,4.37,4.0,0.0,4.0,4.0,47.1
11-3121.00,Human Resources Managers,2.A.1.d,Speaking,4.25,0.1637,3.9292,4.5708,4.12,0.125,3.88,4.37,50.0
11-3121.00,Human Resources Managers,2.A.1.e,Mathematics,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
11-3121.00,Human Resources Managers,2.A.1.f,Science,1.5,0.189,1.1296,1.8704,0.5,0.189,0.1296,0.8704,2.1
11-3121.00,Human Resources Managers,2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,4.25,0.1637,3.9292,4.5708,48.6
11-3121.00,Human Resources Managers,2.A.2.b,Active Learning,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-3121.00,Human Resources Managers,2.A.2.c,Learning Strategies,3.75,0.1637,3.4292,4.0708,3.88,0.2266,3.4309,4.3191,41.6
11-3121.00,Human Resources Managers,2.A.2.d,Monitoring,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-3131.00,Training and Development Managers,2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-3131.00,Training and Development Managers,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-3131.00,Training and Development Managers,2.A.1.c,Writing,3.88,0.125,3.63,4.12,4.12,0.125,3.88,4.37,45.7
11-3131.00,Training and Development Managers,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.5,0.189,4.1296,4.8704,51.4
11-3131.00,Training and Development Managers,2.A.1.e,Mathematics,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
11-3131.00,Training and Development Managers,2.A.1.f,Science,1.5,0.2673,1.0,2.0238,0.38,0.183,0.0164,0.7336,1.6
11-3131.00,Training and Development Managers,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
11-3131.00,Training and Development Managers,2.A.2.b,Active Learning,3.75,0.1637,3.4292,4.0708,4.25,0.1637,3.9292,4.5708,45.5
11-3131.00,Training and Development Managers,2.A.2.c,Learning Strategies,4.25,0.1637,3.9292,4.5708,5.25,0.1637,4.9292,5.5708,63.7
11-3131.00,Training and Development Managers,2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.0,0.189,3.6296,4.3704,44.3
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.1.a,Reading Comprehension,3.75,0.1637,3.4292,4.0708,4.25,0.1637,3.9292,4.5708,45.5
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.1.b,Active Listening,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.1.c,Writing,3.25,0.1637,2.9292,3.5708,3.62,0.183,3.2664,3.9836,33.6
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.1.d,Speaking,3.62,0.183,3.2664,3.9836,4.12,0.125,3.88,4.37,42.6
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.1.e,Mathematics,2.88,0.3504,2.1883,3.5617,3.0,0.5,2.02,3.98,24.7
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.1.f,Science,2.62,0.2631,2.1094,3.1406,2.5,0.2673,1.9762,3.0238,18.7
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.0,0.189,3.6296,4.3704,44.3
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.2.b,Active Learning,3.38,0.183,3.0164,3.7336,3.62,0.2631,3.1094,4.1406,35.0
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.2.c,Learning Strategies,2.88,0.2266,2.4309,3.3191,3.25,0.1637,2.9292,3.5708,26.7
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,3.75,0.3134,3.1358,4.3642,36.2
11-9021.00,Construction Managers,2.A.1.a,Reading Comprehension,3.88,0.125,3.63,4.12,4.25,0.1637,3.9292,4.5708,47.1
11-9021.00,Construction Managers,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-9021.00,Construction Managers,2.A.1.c,Writing,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
11-9021.00,Construction Managers,2.A.1.d,Speaking,3.88,0.125,3.63,4.12,4.12,0.125,3.88,4.37,45.7
11-9021.00,Construction Managers,2.A.1.e,Mathematics,3.5,0.189,3.1296,3.8704,3.88,0.125,3.63,4.12,38.8
11-9021.00,Construction Managers,2.A.1.f,Science,2.12,0.125,1.88,2.37,2.0,0.189,1.6296,2.3704,12.1
11-9021.00,Construction Managers,2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,4.38,0.183,4.0164,4.7336,50.1
11-9021.00,Construction Managers,2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-9021.00,Construction Managers,2.A.2.c,Learning Strategies,3.12,0.125,2.88,3.37,3.25,0.1637,2.9292,3.5708,29.0
11-9021.00,Construction Managers,2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.5,0.189,4.1296,4.8704,49.9
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.1.c,Writing,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.1.e,Mathematics,2.75,0.1637,2.4292,3.0708,2.75,0.1637,2.4292,3.0708,21.6
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.1.f,Science,1.88,0.125,1.63,2.12,1.0,0.189,0.6296,1.3704,5.4
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.2.c,Learning Strategies,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.25,0.1637,3.9292,4.5708,47.1
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.1.a,Reading Comprehension,4.75,0.1637,4.4292,5.0,4.88,0.125,4.63,5.12,66.2
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.1.b,Active Listening,4.88,0.125,4.63,5.0,5.0,0.0,5.0,5.0,69.7
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.1.c,Writing,4.62,0.183,4.2664,4.9836,4.88,0.125,4.63,5.12,64.4
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.1.d,Speaking,4.75,0.1637,4.4292,5.0,4.75,0.1637,4.4292,5.0708,64.5
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.1.e,Mathematics,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.1.f,Science,2.0,0.0,2.0,2.0,1.12,0.125,0.88,1.37,6.4
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.2.a,Critical Thinking,4.62,0.183,4.2664,4.9836,4.5,0.189,4.1296,4.8704,59.4
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.2.b,Active Learning,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.2.c,Learning Strategies,4.88,0.125,4.63,5.0,5.0,0.0,5.0,5.0,69.7
11-9032.00,"Education Administrators, Kindergarten through Secondary",2.A.2.d,Monitoring,4.0,0.0,4.0,4.0,4.5,0.189,4.1296,4.8704,51.4
11-9033.00,"Education Administrators, Postsecondary",2.A.1.a,Reading Comprehension,4.12,0.125,3.88,4.37,4.62,0.183,4.2664,4.9836,54.4
11-9033.00,"Education Administrators, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.25,0.1637,3.9292,4.5708,48.6
11-9033.00,"Education Administrators, Postsecondary",2.A.1.c,Writing,4.0,0.0,4.0,4.0,4.25,0.1637,3.9292,4.5708,48.6
11-9033.00,"Education Administrators, Postsecondary",2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.25,0.1637,3.9292,4.5708,48.6
11-9033.00,"Education Administrators, Postsecondary",2.A.1.e,Mathematics,2.88,0.125,2.63,3.12,3.12,0.125,2.88,3.37,25.7
11-9033.00,"Education Administrators, Postsecondary",2.A.1.f,Science,1.5,0.189,1.1296,1.8704,0.5,0.189,0.1296,0.8704,2.1
11-9033.00,"Education Administrators, Postsecondary",2.A.2.a,Critical Thinking,4.12,0.125,3.88,4.37,4.25,0.1637,3.9292,4.5708,50.0
11-9033.00,"Education Administrators, Postsecondary",2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-9033.00,"Education Administrators, Postsecondary",2.A.2.c,Learning Strategies,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
11-9033.00,"Education Administrators, Postsecondary",2.A.2.d,Monitoring,4.0,0.0,4.0,4.0,4.25,0.1637,3.9292,4.5708,48.6
11-9041.00,Architectural and Engineering Managers,2.A.1.a,Reading Comprehension,4.12,0.125,3.88,4.37,4.38,0.183,4.0164,4.7336,51.6
11-9041.00,Architectural and Engineering Managers,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9041.00,Architectural and Engineering Managers,2.A.1.c,Writing,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-9041.00,Architectural and Engineering Managers,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9041.00,Architectural and Engineering Managers,2.A.1.e,Mathematics,3.88,0.125,3.63,4.12,4.25,0.1637,3.9292,4.5708,47.1
11-9041.00,Architectural and Engineering Managers,2.A.1.f,Science,2.62,0.183,2.2664,2.9836,2.75,0.3134,2.1358,3.3642,20.6
11-9041.00,Architectural and Engineering Managers,2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.25,0.1637,3.9292,4.5708,47.1
11-9041.00,Architectural and Engineering Managers,2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
11-9041.00,Architectural and Engineering Managers,2.A.2.c,Learning Strategies,3.25,0.1637,2.9292,3.5708,3.12,0.125,2.88,3.37,29.0
11-9041.00,Architectural and Engineering Managers,2.A.2.d,Monitoring,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.1.a,Reading Comprehension,3.62,0.183,3.2664,3.9836,4.25,0.25,3.76,4.74,44.0
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.1.b,Active Listening,3.5,0.189,3.1296,3.8704,3.62,0.183,3.2664,3.9836,36.2
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.1.c,Writing,3.62,0.183,3.2664,3.9836,3.88,0.2266,3.4309,4.3191,40.1
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.1.d,Speaking,3.62,0.183,3.2664,3.9836,3.5,0.189,3.1296,3.8704,36.2
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.1.e,Mathematics,3.12,0.2266,2.6809,3.5691,3.12,0.2266,2.6809,3.5691,27.8
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.1.f,Science,3.12,0.4795,2.1852,4.0648,0.0,,,,0.0
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.2.a,Critical Thinking,3.62,0.183,3.2664,3.9836,4.12,0.2266,3.6809,4.5691,42.6
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.2.b,Active Learning,3.25,0.1637,2.9292,3.5708,3.75,0.25,3.26,4.24,34.8
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.2.c,Learning Strategies,2.88,0.125,2.63,3.12,3.25,0.1637,2.9292,3.5708,26.7
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,2.A.2.d,Monitoring,3.25,0.1637,2.9292,3.5708,3.88,0.2266,3.4309,4.3191,36.0
11-9051.00,Food Service Managers,2.A.1.a,Reading Comprehension,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
11-9051.00,Food Service Managers,2.A.1.b,Active Listening,3.88,0.125,3.63,4.12,3.5,0.189,3.1296,3.8704,38.8
11-9051.00,Food Service Managers,2.A.1.c,Writing,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
11-9051.00,Food Service Managers,2.A.1.d,Speaking,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-9051.00,Food Service Managers,2.A.1.e,Mathematics,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
11-9051.00,Food Service Managers,2.A.1.f,Science,1.62,0.183,1.2664,1.9836,0.62,0.183,0.2664,0.9836,2.9
11-9051.00,Food Service Managers,2.A.2.a,Critical Thinking,3.62,0.183,3.2664,3.9836,3.75,0.1637,3.4292,4.0708,38.8
11-9051.00,Food Service Managers,2.A.2.b,Active Learning,3.12,0.125,2.88,3.37,3.75,0.1637,3.4292,4.0708,33.4
11-9051.00,Food Service Managers,2.A.2.c,Learning Strategies,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
11-9051.00,Food Service Managers,2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
11-9071.00,Gambling Managers,2.A.1.a,Reading Comprehension,3.5,0.189,3.1296,3.8704,3.88,0.125,3.63,4.12,38.8
11-9071.00,Gambling Managers,2.A.1.b,Active Listening,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
11-9071.00,Gambling Managers,2.A.1.c,Writing,3.62,0.183,3.2664,3.9836,3.88,0.125,3.63,4.12,40.1
11-9071.00,Gambling Managers,2.A.1.d,Speaking,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
11-9071.00,Gambling Managers,2.A.1.e,Mathematics,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
11-9071.00,Gambling Managers,2.A.1.f,Science,1.62,0.183,1.2664,1.9836,0.62,0.183,0.2664,0.9836,2.9
11-9071.00,Gambling Managers,2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9071.00,Gambling Managers,2.A.2.b,Active Learning,3.5,0.189,3.1296,3.8704,3.62,0.183,3.2664,3.9836,36.2
11-9071.00,Gambling Managers,2.A.2.c,Learning Strategies,3.25,0.1637,2.9292,3.5708,3.38,0.183,3.0164,3.7336,31.4
11-9071.00,Gambling Managers,2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.1.a,Reading Comprehension,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.1.b,Active Listening,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.1.c,Writing,3.5,0.189,3.1296,3.8704,3.88,0.125,3.63,4.12,38.8
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.1.d,Speaking,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.1.e,Mathematics,2.5,0.2673,1.9762,3.0238,2.25,0.1637,1.9292,2.5708,16.1
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.2.b,Active Learning,3.25,0.1637,2.9292,3.5708,3.75,0.1637,3.4292,4.0708,34.8
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.2.c,Learning Strategies,3.12,0.125,2.88,3.37,3.62,0.183,3.2664,3.9836,32.3
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",2.A.2.d,Monitoring,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
11-9081.00,Lodging Managers,2.A.1.a,Reading Comprehension,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
11-9081.00,Lodging Managers,2.A.1.b,Active Listening,4.12,0.125,3.88,4.37,4.0,0.0,4.0,4.0,47.1
11-9081.00,Lodging Managers,2.A.1.c,Writing,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
11-9081.00,Lodging Managers,2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9081.00,Lodging Managers,2.A.1.e,Mathematics,2.62,0.183,2.2664,2.9836,2.88,0.125,2.63,3.12,21.6
11-9081.00,Lodging Managers,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
11-9081.00,Lodging Managers,2.A.2.a,Critical Thinking,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
11-9081.00,Lodging Managers,2.A.2.b,Active Learning,3.75,0.1637,3.4292,4.0708,3.88,0.125,3.63,4.12,41.6
11-9081.00,Lodging Managers,2.A.2.c,Learning Strategies,3.38,0.183,3.0164,3.7336,3.62,0.183,3.2664,3.9836,35.0
11-9081.00,Lodging Managers,2.A.2.d,Monitoring,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
11-9111.00,Medical and Health Services Managers,2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-9111.00,Medical and Health Services Managers,2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
11-9111.00,Medical and Health Services Managers,2.A.1.c,Writing,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
11-9111.00,Medical and Health Services Managers,2.A.1.d,Speaking,4.12,0.125,3.88,4.37,4.0,0.0,4.0,4.0,47.1
11-9111.00,Medical and Health Services Managers,2.A.1.e,Mathematics,2.75,0.1637,2.4292,3.0708,3.0,0.0,3.0,3.0,23.6
11-9111.00,Medical and Health Services Managers,2.A.1.f,Science,2.5,0.2673,1.9762,3.0238,2.5,0.378,1.7592,3.2408,17.9
11-9111.00,Medical and Health Services Managers,2.A.2.a,Critical Thinking,4.12,0.125,3.88,4.37,4.12,0.125,3.88,4.37,48.5
